119.525000	22.700000
119.525000	22.725000
119.525000	22.750000
119.525000	22.775000
119.525000	22.800000
119.525000	22.825000
119.525000	22.850000
119.525000	22.875000
119.525000	22.900000
119.525000	22.925000
119.525000	22.950000
119.525000	22.975000
119.525000	23.000000
119.525000	23.025000
119.525000	23.050000
119.525000	23.075000
119.525000	23.100000
119.525000	23.125000
119.525000	23.150000
119.525000	23.175000
119.525000	23.200000
119.525000	23.225000
119.525000	23.250000
119.525000	23.275000
119.525000	23.300000
119.525000	23.325000
119.525000	23.350000
119.525000	23.375000
119.525000	23.400000
119.525000	23.425000
119.525000	23.450000
119.525000	23.475000
119.525000	23.500000
119.525000	23.525000
119.525000	23.550000
119.525000	23.575000
119.525000	23.600000
119.525000	23.625000
119.525000	23.650000
119.525000	23.675000
119.525000	23.700000
119.525000	23.725000
119.525000	23.750000
119.525000	23.775000
119.525000	23.800000
119.525000	23.825000
119.525000	23.850000
119.525000	23.875000
119.525000	23.900000
119.525000	23.925000
119.525000	23.950000
119.525000	23.975000
119.525000	24.000000
119.525000	24.025000
119.525000	24.050000
119.525000	24.075000
119.525000	24.100000
119.525000	24.125000
119.525000	24.150000
119.525000	24.175000
119.525000	24.200000
119.525000	24.225000
119.525000	24.250000
119.525000	24.275000
119.525000	24.300000
119.525000	24.325000
119.525000	24.350000
119.525000	24.375000
119.525000	24.400000
119.525000	24.425000
119.525000	24.450000
119.525000	24.475000
119.525000	24.500000
119.525000	24.525000
119.525000	24.550000
119.525000	24.575000
119.525000	24.600000
119.525000	24.625000
119.525000	24.650000
119.525000	24.675000
119.525000	24.700000
119.525000	24.725000
119.525000	24.750000
119.525000	24.775000
119.525000	24.800000
119.525000	24.825000
119.525000	24.850000
119.525000	24.875000
119.525000	24.900000
119.525000	24.925000
119.525000	24.950000
119.525000	24.975000
119.525000	25.000000
119.525000	25.025000
119.525000	25.050000
119.525000	25.075000
119.525000	25.100000
119.525000	25.125000
119.525000	25.150000
119.525000	25.175000
119.525000	25.200000
119.525000	25.225000
119.525000	25.250000
119.525000	25.275000
119.525000	25.300000
119.525000	25.325000
119.525000	25.350000
119.525000	25.375000
119.525000	25.400000
119.525000	25.425000
119.525000	25.450000
119.525000	25.475000
119.525000	25.500000
119.550000	21.500000
119.550000	21.525000
119.550000	21.550000
119.550000	21.575000
119.550000	21.600000
119.550000	21.625000
119.550000	21.650000
119.550000	21.675000
119.550000	21.700000
119.550000	21.725000
119.550000	21.750000
119.550000	21.775000
119.550000	21.800000
119.550000	21.825000
119.550000	21.850000
119.550000	21.875000
119.550000	21.900000
119.550000	21.925000
119.550000	21.950000
119.550000	21.975000
119.550000	22.000000
119.550000	22.025000
119.550000	22.050000
119.550000	22.075000
119.550000	22.100000
119.550000	22.125000
119.550000	22.150000
119.550000	22.175000
119.550000	22.200000
119.550000	22.225000
119.550000	22.250000
119.550000	22.275000
119.550000	22.300000
119.550000	22.325000
119.550000	22.350000
119.550000	22.375000
119.550000	22.400000
119.550000	22.425000
119.550000	22.450000
119.550000	22.475000
119.550000	22.500000
119.550000	22.525000
119.550000	22.550000
119.550000	22.575000
119.550000	22.600000
119.550000	22.625000
119.550000	22.650000
119.550000	22.675000
119.550000	22.700000
119.550000	22.725000
119.550000	22.750000
119.550000	22.775000
119.550000	22.800000
119.550000	22.825000
119.550000	22.850000
119.550000	22.875000
119.550000	22.900000
119.550000	22.925000
119.550000	22.950000
119.550000	22.975000
119.550000	23.000000
119.550000	23.025000
119.550000	23.050000
119.550000	23.075000
119.550000	23.100000
119.550000	23.125000
119.550000	23.150000
119.550000	23.175000
119.550000	23.200000
119.550000	23.225000
119.550000	23.250000
119.550000	23.275000
119.550000	23.300000
119.550000	23.325000
119.550000	23.350000
119.550000	23.375000
119.550000	23.400000
119.550000	23.425000
119.550000	23.450000
119.550000	23.475000
119.550000	23.500000
119.550000	23.525000
119.550000	23.550000
119.550000	23.575000
119.550000	23.600000
119.550000	23.625000
119.550000	23.650000
119.550000	23.675000
119.550000	23.700000
119.550000	23.725000
119.550000	23.750000
119.550000	23.775000
119.550000	23.800000
119.550000	23.825000
119.550000	23.850000
119.550000	23.875000
119.550000	23.900000
119.550000	23.925000
119.550000	23.950000
119.550000	23.975000
119.550000	24.000000
119.550000	24.025000
119.550000	24.050000
119.550000	24.075000
119.550000	24.100000
119.550000	24.125000
119.550000	24.150000
119.550000	24.175000
119.550000	24.200000
119.550000	24.225000
119.550000	24.250000
119.550000	24.275000
119.550000	24.300000
119.550000	24.325000
119.550000	24.350000
119.550000	24.375000
119.550000	24.400000
119.550000	24.425000
119.550000	24.450000
119.550000	24.475000
119.550000	24.500000
119.550000	24.525000
119.550000	24.550000
119.550000	24.575000
119.550000	24.600000
119.550000	24.625000
119.550000	24.650000
119.550000	24.675000
119.550000	24.700000
119.550000	24.725000
119.550000	24.750000
119.550000	24.775000
119.550000	24.800000
119.550000	24.825000
119.550000	24.850000
119.550000	24.875000
119.550000	24.900000
119.550000	24.925000
119.550000	24.950000
119.550000	24.975000
119.550000	25.000000
119.550000	25.025000
119.550000	25.050000
119.550000	25.075000
119.550000	25.100000
119.550000	25.125000
119.550000	25.150000
119.550000	25.175000
119.550000	25.200000
119.550000	25.225000
119.550000	25.250000
119.550000	25.275000
119.550000	25.300000
119.550000	25.325000
119.550000	25.350000
119.550000	25.375000
119.550000	25.400000
119.550000	25.425000
119.550000	25.450000
119.550000	25.475000
119.550000	25.500000
119.575000	21.500000
119.575000	21.525000
119.575000	21.550000
119.575000	21.575000
119.575000	21.600000
119.575000	21.625000
119.575000	21.650000
119.575000	21.675000
119.575000	21.700000
119.575000	21.725000
119.575000	21.750000
119.575000	21.775000
119.575000	21.800000
119.575000	21.825000
119.575000	21.850000
119.575000	21.875000
119.575000	21.900000
119.575000	21.925000
119.575000	21.950000
119.575000	21.975000
119.575000	22.000000
119.575000	22.025000
119.575000	22.050000
119.575000	22.075000
119.575000	22.100000
119.575000	22.125000
119.575000	22.150000
119.575000	22.175000
119.575000	22.200000
119.575000	22.225000
119.575000	22.250000
119.575000	22.275000
119.575000	22.300000
119.575000	22.325000
119.575000	22.350000
119.575000	22.375000
119.575000	22.400000
119.575000	22.425000
119.575000	22.450000
119.575000	22.475000
119.575000	22.500000
119.575000	22.525000
119.575000	22.550000
119.575000	22.575000
119.575000	22.600000
119.575000	22.625000
119.575000	22.650000
119.575000	22.675000
119.575000	22.700000
119.575000	22.725000
119.575000	22.750000
119.575000	22.775000
119.575000	22.800000
119.575000	22.825000
119.575000	22.850000
119.575000	22.875000
119.575000	22.900000
119.575000	22.925000
119.575000	22.950000
119.575000	22.975000
119.575000	23.000000
119.575000	23.025000
119.575000	23.050000
119.575000	23.075000
119.575000	23.100000
119.575000	23.125000
119.575000	23.150000
119.575000	23.175000
119.575000	23.200000
119.575000	23.225000
119.575000	23.250000
119.575000	23.275000
119.575000	23.300000
119.575000	23.325000
119.575000	23.350000
119.575000	23.375000
119.575000	23.400000
119.575000	23.425000
119.575000	23.450000
119.575000	23.475000
119.575000	23.500000
119.575000	23.525000
119.575000	23.550000
119.575000	23.575000
119.575000	23.600000
119.575000	23.625000
119.575000	23.650000
119.575000	23.675000
119.575000	23.700000
119.575000	23.725000
119.575000	23.750000
119.575000	23.775000
119.575000	23.800000
119.575000	23.825000
119.575000	23.850000
119.575000	23.875000
119.575000	23.900000
119.575000	23.925000
119.575000	23.950000
119.575000	23.975000
119.575000	24.000000
119.575000	24.025000
119.575000	24.050000
119.575000	24.075000
119.575000	24.100000
119.575000	24.125000
119.575000	24.150000
119.575000	24.175000
119.575000	24.200000
119.575000	24.225000
119.575000	24.250000
119.575000	24.275000
119.575000	24.300000
119.575000	24.325000
119.575000	24.350000
119.575000	24.375000
119.575000	24.400000
119.575000	24.425000
119.575000	24.450000
119.575000	24.475000
119.575000	24.500000
119.575000	24.525000
119.575000	24.550000
119.575000	24.575000
119.575000	24.600000
119.575000	24.625000
119.575000	24.650000
119.575000	24.675000
119.575000	24.700000
119.575000	24.725000
119.575000	24.750000
119.575000	24.775000
119.575000	24.800000
119.575000	24.825000
119.575000	24.850000
119.575000	24.875000
119.575000	24.900000
119.575000	24.925000
119.575000	24.950000
119.575000	24.975000
119.575000	25.000000
119.575000	25.025000
119.575000	25.050000
119.575000	25.075000
119.575000	25.100000
119.575000	25.125000
119.575000	25.150000
119.575000	25.175000
119.575000	25.200000
119.575000	25.225000
119.575000	25.250000
119.575000	25.275000
119.575000	25.300000
119.575000	25.325000
119.575000	25.350000
119.575000	25.375000
119.575000	25.400000
119.575000	25.425000
119.575000	25.450000
119.575000	25.475000
119.575000	25.500000
119.600000	21.500000
119.600000	21.525000
119.600000	21.550000
119.600000	21.575000
119.600000	21.600000
119.600000	21.625000
119.600000	21.650000
119.600000	21.675000
119.600000	21.700000
119.600000	21.725000
119.600000	21.750000
119.600000	21.775000
119.600000	21.800000
119.600000	21.825000
119.600000	21.850000
119.600000	21.875000
119.600000	21.900000
119.600000	21.925000
119.600000	21.950000
119.600000	21.975000
119.600000	22.000000
119.600000	22.025000
119.600000	22.050000
119.600000	22.075000
119.600000	22.100000
119.600000	22.125000
119.600000	22.150000
119.600000	22.175000
119.600000	22.200000
119.600000	22.225000
119.600000	22.250000
119.600000	22.275000
119.600000	22.300000
119.600000	22.325000
119.600000	22.350000
119.600000	22.375000
119.600000	22.400000
119.600000	22.425000
119.600000	22.450000
119.600000	22.475000
119.600000	22.500000
119.600000	22.525000
119.600000	22.550000
119.600000	22.575000
119.600000	22.600000
119.600000	22.625000
119.600000	22.650000
119.600000	22.675000
119.600000	22.700000
119.600000	22.725000
119.600000	22.750000
119.600000	22.775000
119.600000	22.800000
119.600000	22.825000
119.600000	22.850000
119.600000	22.875000
119.600000	22.900000
119.600000	22.925000
119.600000	22.950000
119.600000	22.975000
119.600000	23.000000
119.600000	23.025000
119.600000	23.050000
119.600000	23.075000
119.600000	23.100000
119.600000	23.125000
119.600000	23.150000
119.600000	23.175000
119.600000	23.200000
119.600000	23.225000
119.600000	23.250000
119.600000	23.275000
119.600000	23.300000
119.600000	23.325000
119.600000	23.350000
119.600000	23.375000
119.600000	23.400000
119.600000	23.425000
119.600000	23.450000
119.600000	23.475000
119.600000	23.500000
119.600000	23.525000
119.600000	23.550000
119.600000	23.575000
119.600000	23.600000
119.600000	23.625000
119.600000	23.650000
119.600000	23.675000
119.600000	23.700000
119.600000	23.725000
119.600000	23.750000
119.600000	23.775000
119.600000	23.800000
119.600000	23.825000
119.600000	23.850000
119.600000	23.875000
119.600000	23.900000
119.600000	23.925000
119.600000	23.950000
119.600000	23.975000
119.600000	24.000000
119.600000	24.025000
119.600000	24.050000
119.600000	24.075000
119.600000	24.100000
119.600000	24.125000
119.600000	24.150000
119.600000	24.175000
119.600000	24.200000
119.600000	24.225000
119.600000	24.250000
119.600000	24.275000
119.600000	24.300000
119.600000	24.325000
119.600000	24.350000
119.600000	24.375000
119.600000	24.400000
119.600000	24.425000
119.600000	24.450000
119.600000	24.475000
119.600000	24.500000
119.600000	24.525000
119.600000	24.550000
119.600000	24.575000
119.600000	24.600000
119.600000	24.625000
119.600000	24.650000
119.600000	24.675000
119.600000	24.700000
119.600000	24.725000
119.600000	24.750000
119.600000	24.775000
119.600000	24.800000
119.600000	24.825000
119.600000	24.850000
119.600000	24.875000
119.600000	24.900000
119.600000	24.925000
119.600000	24.950000
119.600000	24.975000
119.600000	25.000000
119.600000	25.025000
119.600000	25.050000
119.600000	25.075000
119.600000	25.100000
119.600000	25.125000
119.600000	25.150000
119.600000	25.175000
119.600000	25.200000
119.600000	25.225000
119.600000	25.250000
119.600000	25.275000
119.600000	25.300000
119.600000	25.325000
119.600000	25.350000
119.600000	25.375000
119.600000	25.400000
119.600000	25.425000
119.600000	25.450000
119.600000	25.475000
119.600000	25.500000
119.625000	21.500000
119.625000	21.525000
119.625000	21.550000
119.625000	21.575000
119.625000	21.600000
119.625000	21.625000
119.625000	21.650000
119.625000	21.675000
119.625000	21.700000
119.625000	21.725000
119.625000	21.750000
119.625000	21.775000
119.625000	21.800000
119.625000	21.825000
119.625000	21.850000
119.625000	21.875000
119.625000	21.900000
119.625000	21.925000
119.625000	21.950000
119.625000	21.975000
119.625000	22.000000
119.625000	22.025000
119.625000	22.050000
119.625000	22.075000
119.625000	22.100000
119.625000	22.125000
119.625000	22.150000
119.625000	22.175000
119.625000	22.200000
119.625000	22.225000
119.625000	22.250000
119.625000	22.275000
119.625000	22.300000
119.625000	22.325000
119.625000	22.350000
119.625000	22.375000
119.625000	22.400000
119.625000	22.425000
119.625000	22.450000
119.625000	22.475000
119.625000	22.500000
119.625000	22.525000
119.625000	22.550000
119.625000	22.575000
119.625000	22.600000
119.625000	22.625000
119.625000	22.650000
119.625000	22.675000
119.625000	22.700000
119.625000	22.725000
119.625000	22.750000
119.625000	22.775000
119.625000	22.800000
119.625000	22.825000
119.625000	22.850000
119.625000	22.875000
119.625000	22.900000
119.625000	22.925000
119.625000	22.950000
119.625000	22.975000
119.625000	23.000000
119.625000	23.025000
119.625000	23.050000
119.625000	23.075000
119.625000	23.100000
119.625000	23.125000
119.625000	23.150000
119.625000	23.175000
119.625000	23.200000
119.625000	23.225000
119.625000	23.250000
119.625000	23.275000
119.625000	23.300000
119.625000	23.325000
119.625000	23.350000
119.625000	23.375000
119.625000	23.400000
119.625000	23.425000
119.625000	23.450000
119.625000	23.475000
119.625000	23.500000
119.625000	23.525000
119.625000	23.550000
119.625000	23.575000
119.625000	23.600000
119.625000	23.625000
119.625000	23.650000
119.625000	23.675000
119.625000	23.700000
119.625000	23.725000
119.625000	23.750000
119.625000	23.775000
119.625000	23.800000
119.625000	23.825000
119.625000	23.850000
119.625000	23.875000
119.625000	23.900000
119.625000	23.925000
119.625000	23.950000
119.625000	23.975000
119.625000	24.000000
119.625000	24.025000
119.625000	24.050000
119.625000	24.075000
119.625000	24.100000
119.625000	24.125000
119.625000	24.150000
119.625000	24.175000
119.625000	24.200000
119.625000	24.225000
119.625000	24.250000
119.625000	24.275000
119.625000	24.300000
119.625000	24.325000
119.625000	24.350000
119.625000	24.375000
119.625000	24.400000
119.625000	24.425000
119.625000	24.450000
119.625000	24.475000
119.625000	24.500000
119.625000	24.525000
119.625000	24.550000
119.625000	24.575000
119.625000	24.600000
119.625000	24.625000
119.625000	24.650000
119.625000	24.675000
119.625000	24.700000
119.625000	24.725000
119.625000	24.750000
119.625000	24.775000
119.625000	24.800000
119.625000	24.825000
119.625000	24.850000
119.625000	24.875000
119.625000	24.900000
119.625000	24.925000
119.625000	24.950000
119.625000	24.975000
119.625000	25.000000
119.625000	25.025000
119.625000	25.050000
119.625000	25.075000
119.625000	25.100000
119.625000	25.125000
119.625000	25.150000
119.625000	25.175000
119.625000	25.200000
119.625000	25.225000
119.625000	25.250000
119.625000	25.275000
119.625000	25.300000
119.625000	25.325000
119.625000	25.350000
119.625000	25.375000
119.625000	25.400000
119.625000	25.425000
119.625000	25.450000
119.625000	25.475000
119.625000	25.500000
119.650000	21.500000
119.650000	21.525000
119.650000	21.550000
119.650000	21.575000
119.650000	21.600000
119.650000	21.625000
119.650000	21.650000
119.650000	21.675000
119.650000	21.700000
119.650000	21.725000
119.650000	21.750000
119.650000	21.775000
119.650000	21.800000
119.650000	21.825000
119.650000	21.850000
119.650000	21.875000
119.650000	21.900000
119.650000	21.925000
119.650000	21.950000
119.650000	21.975000
119.650000	22.000000
119.650000	22.025000
119.650000	22.050000
119.650000	22.075000
119.650000	22.100000
119.650000	22.125000
119.650000	22.150000
119.650000	22.175000
119.650000	22.200000
119.650000	22.225000
119.650000	22.250000
119.650000	22.275000
119.650000	22.300000
119.650000	22.325000
119.650000	22.350000
119.650000	22.375000
119.650000	22.400000
119.650000	22.425000
119.650000	22.450000
119.650000	22.475000
119.650000	22.500000
119.650000	22.525000
119.650000	22.550000
119.650000	22.575000
119.650000	22.600000
119.650000	22.625000
119.650000	22.650000
119.650000	22.675000
119.650000	22.700000
119.650000	22.725000
119.650000	22.750000
119.650000	22.775000
119.650000	22.800000
119.650000	22.825000
119.650000	22.850000
119.650000	22.875000
119.650000	22.900000
119.650000	22.925000
119.650000	22.950000
119.650000	22.975000
119.650000	23.000000
119.650000	23.025000
119.650000	23.050000
119.650000	23.075000
119.650000	23.100000
119.650000	23.125000
119.650000	23.150000
119.650000	23.175000
119.650000	23.200000
119.650000	23.225000
119.650000	23.250000
119.650000	23.275000
119.650000	23.300000
119.650000	23.325000
119.650000	23.350000
119.650000	23.375000
119.650000	23.400000
119.650000	23.425000
119.650000	23.450000
119.650000	23.475000
119.650000	23.500000
119.650000	23.525000
119.650000	23.550000
119.650000	23.575000
119.650000	23.600000
119.650000	23.625000
119.650000	23.650000
119.650000	23.675000
119.650000	23.700000
119.650000	23.725000
119.650000	23.750000
119.650000	23.775000
119.650000	23.800000
119.650000	23.825000
119.650000	23.850000
119.650000	23.875000
119.650000	23.900000
119.650000	23.925000
119.650000	23.950000
119.650000	23.975000
119.650000	24.000000
119.650000	24.025000
119.650000	24.050000
119.650000	24.075000
119.650000	24.100000
119.650000	24.125000
119.650000	24.150000
119.650000	24.175000
119.650000	24.200000
119.650000	24.225000
119.650000	24.250000
119.650000	24.275000
119.650000	24.300000
119.650000	24.325000
119.650000	24.350000
119.650000	24.375000
119.650000	24.400000
119.650000	24.425000
119.650000	24.450000
119.650000	24.475000
119.650000	24.500000
119.650000	24.525000
119.650000	24.550000
119.650000	24.575000
119.650000	24.600000
119.650000	24.625000
119.650000	24.650000
119.650000	24.675000
119.650000	24.700000
119.650000	24.725000
119.650000	24.750000
119.650000	24.775000
119.650000	24.800000
119.650000	24.825000
119.650000	24.850000
119.650000	24.875000
119.650000	24.900000
119.650000	24.925000
119.650000	24.950000
119.650000	24.975000
119.650000	25.000000
119.650000	25.025000
119.650000	25.050000
119.650000	25.075000
119.650000	25.100000
119.650000	25.125000
119.650000	25.150000
119.650000	25.175000
119.650000	25.200000
119.650000	25.225000
119.650000	25.250000
119.650000	25.275000
119.650000	25.300000
119.650000	25.325000
119.650000	25.350000
119.650000	25.375000
119.650000	25.400000
119.650000	25.425000
119.650000	25.450000
119.650000	25.475000
119.650000	25.500000
119.675000	21.500000
119.675000	21.525000
119.675000	21.550000
119.675000	21.575000
119.675000	21.600000
119.675000	21.625000
119.675000	21.650000
119.675000	21.675000
119.675000	21.700000
119.675000	21.725000
119.675000	21.750000
119.675000	21.775000
119.675000	21.800000
119.675000	21.825000
119.675000	21.850000
119.675000	21.875000
119.675000	21.900000
119.675000	21.925000
119.675000	21.950000
119.675000	21.975000
119.675000	22.000000
119.675000	22.025000
119.675000	22.050000
119.675000	22.075000
119.675000	22.100000
119.675000	22.125000
119.675000	22.150000
119.675000	22.175000
119.675000	22.200000
119.675000	22.225000
119.675000	22.250000
119.675000	22.275000
119.675000	22.300000
119.675000	22.325000
119.675000	22.350000
119.675000	22.375000
119.675000	22.400000
119.675000	22.425000
119.675000	22.450000
119.675000	22.475000
119.675000	22.500000
119.675000	22.525000
119.675000	22.550000
119.675000	22.575000
119.675000	22.600000
119.675000	22.625000
119.675000	22.650000
119.675000	22.675000
119.675000	22.700000
119.675000	22.725000
119.675000	22.750000
119.675000	22.775000
119.675000	22.800000
119.675000	22.825000
119.675000	22.850000
119.675000	22.875000
119.675000	22.900000
119.675000	22.925000
119.675000	22.950000
119.675000	22.975000
119.675000	23.000000
119.675000	23.025000
119.675000	23.050000
119.675000	23.075000
119.675000	23.100000
119.675000	23.125000
119.675000	23.150000
119.675000	23.175000
119.675000	23.200000
119.675000	23.225000
119.675000	23.250000
119.675000	23.275000
119.675000	23.300000
119.675000	23.325000
119.675000	23.350000
119.675000	23.375000
119.675000	23.400000
119.675000	23.425000
119.675000	23.450000
119.675000	23.475000
119.675000	23.500000
119.675000	23.525000
119.675000	23.550000
119.675000	23.575000
119.675000	23.600000
119.675000	23.625000
119.675000	23.650000
119.675000	23.675000
119.675000	23.700000
119.675000	23.725000
119.675000	23.750000
119.675000	23.775000
119.675000	23.800000
119.675000	23.825000
119.675000	23.850000
119.675000	23.875000
119.675000	23.900000
119.675000	23.925000
119.675000	23.950000
119.675000	23.975000
119.675000	24.000000
119.675000	24.025000
119.675000	24.050000
119.675000	24.075000
119.675000	24.100000
119.675000	24.125000
119.675000	24.150000
119.675000	24.175000
119.675000	24.200000
119.675000	24.225000
119.675000	24.250000
119.675000	24.275000
119.675000	24.300000
119.675000	24.325000
119.675000	24.350000
119.675000	24.375000
119.675000	24.400000
119.675000	24.425000
119.675000	24.450000
119.675000	24.475000
119.675000	24.500000
119.675000	24.525000
119.675000	24.550000
119.675000	24.575000
119.675000	24.600000
119.675000	24.625000
119.675000	24.650000
119.675000	24.675000
119.675000	24.700000
119.675000	24.725000
119.675000	24.750000
119.675000	24.775000
119.675000	24.800000
119.675000	24.825000
119.675000	24.850000
119.675000	24.875000
119.675000	24.900000
119.675000	24.925000
119.675000	24.950000
119.675000	24.975000
119.675000	25.000000
119.675000	25.025000
119.675000	25.050000
119.675000	25.075000
119.675000	25.100000
119.675000	25.125000
119.675000	25.150000
119.675000	25.175000
119.675000	25.200000
119.675000	25.225000
119.675000	25.250000
119.675000	25.275000
119.675000	25.300000
119.675000	25.325000
119.675000	25.350000
119.675000	25.375000
119.675000	25.400000
119.675000	25.425000
119.675000	25.450000
119.675000	25.475000
119.675000	25.500000
119.700000	21.500000
119.700000	21.525000
119.700000	21.550000
119.700000	21.575000
119.700000	21.600000
119.700000	21.625000
119.700000	21.650000
119.700000	21.675000
119.700000	21.700000
119.700000	21.725000
119.700000	21.750000
119.700000	21.775000
119.700000	21.800000
119.700000	21.825000
119.700000	21.850000
119.700000	21.875000
119.700000	21.900000
119.700000	21.925000
119.700000	21.950000
119.700000	21.975000
119.700000	22.000000
119.700000	22.025000
119.700000	22.050000
119.700000	22.075000
119.700000	22.100000
119.700000	22.125000
119.700000	22.150000
119.700000	22.175000
119.700000	22.200000
119.700000	22.225000
119.700000	22.250000
119.700000	22.275000
119.700000	22.300000
119.700000	22.325000
119.700000	22.350000
119.700000	22.375000
119.700000	22.400000
119.700000	22.425000
119.700000	22.450000
119.700000	22.475000
119.700000	22.500000
119.700000	22.525000
119.700000	22.550000
119.700000	22.575000
119.700000	22.600000
119.700000	22.625000
119.700000	22.650000
119.700000	22.675000
119.700000	22.700000
119.700000	22.725000
119.700000	22.750000
119.700000	22.775000
119.700000	22.800000
119.700000	22.825000
119.700000	22.850000
119.700000	22.875000
119.700000	22.900000
119.700000	22.925000
119.700000	22.950000
119.700000	22.975000
119.700000	23.000000
119.700000	23.025000
119.700000	23.050000
119.700000	23.075000
119.700000	23.100000
119.700000	23.125000
119.700000	23.150000
119.700000	23.175000
119.700000	23.200000
119.700000	23.225000
119.700000	23.250000
119.700000	23.275000
119.700000	23.300000
119.700000	23.325000
119.700000	23.350000
119.700000	23.375000
119.700000	23.400000
119.700000	23.425000
119.700000	23.450000
119.700000	23.475000
119.700000	23.500000
119.700000	23.525000
119.700000	23.550000
119.700000	23.575000
119.700000	23.600000
119.700000	23.625000
119.700000	23.650000
119.700000	23.675000
119.700000	23.700000
119.700000	23.725000
119.700000	23.750000
119.700000	23.775000
119.700000	23.800000
119.700000	23.825000
119.700000	23.850000
119.700000	23.875000
119.700000	23.900000
119.700000	23.925000
119.700000	23.950000
119.700000	23.975000
119.700000	24.000000
119.700000	24.025000
119.700000	24.050000
119.700000	24.075000
119.700000	24.100000
119.700000	24.125000
119.700000	24.150000
119.700000	24.175000
119.700000	24.200000
119.700000	24.225000
119.700000	24.250000
119.700000	24.275000
